HourUTC;HourDK;PriceArea;TotalLoad;OnshoreWindPower;OffshoreWindPower;ExchangeContinent;ExchangeGreatBelt;ExchangeNordicCountries
03-03-19 08.00;03-03-19 09.00;DK1;2337.85;1692.40;548.34;1398.00;-590.00;-887.00
03-03-19 09.00;03-03-19 10.00;DK1;2345.83;1813.16;581.12;1364.00;-590.00;-1109.00
03-03-19 10.00;03-03-19 11.00;DK1;2337.19;2034.13;479.46;1207.00;-590.00;-1146.00
03-03-19 11.00;03-03-19 12.00;DK1;2281.08;2039.99;409.60;1229.00;-590.00;-1215.00
03-03-19 12.00;03-03-19 13.00;DK1;2213.05;2007.80;491.60;1119.00;-590.00;-1241.00
03-03-19 13.00;03-03-19 14.00;DK1;2233.35;2025.27;622.36;1098.00;-590.00;-1241.00
03-03-19 14.00;03-03-19 15.00;DK1;2242.35;1748.35;485.73;1423.00;-590.00;-1181.00
03-03-19 15.00;03-03-19 16.00;DK1;2322.53;1655.52;472.00;1430.00;-590.00;-1176.00
03-03-19 16.00;03-03-19 17.00;DK1;2539.47;1349.88;480.65;1487.00;-590.00;-1148.00
03-03-19 17.00;03-03-19 18.00;DK1;2595.59;1089.09;318.59;1524.00;-529.00;-1346.00
03-03-19 18.00;03-03-19 19.00;DK1;2438.64;890.09;230.31;1535.00;-523.00;-1233.00
03-03-19 19.00;03-03-19 20.00;DK1;2274.52;752.24;317.19;1517.00;-590.00;-1103.00
03-03-19 20.00;03-03-19 21.00;DK1;2134.42;693.32;284.84;1528.00;-590.00;-1145.00
03-03-19 21.00;03-03-19 22.00;DK1;2022.16;665.36;335.28;1501.00;-584.00;-1051.00
03-03-19 22.00;03-03-19 23.00;DK1;1914.12;709.47;342.14;1481.00;-495.00;-984.00
03-03-19 23.00;04-03-19 00.00;DK1;1865.04;847.51;350.08;1438.00;-427.00;-628.00
04-03-19 00.00;04-03-19 01.00;DK1;1910.91;1339.49;245.21;1177.00;-587.00;-477.00
04-03-19 01.00;04-03-19 02.00;DK1;1928.61;1796.80;257.17;1154.00;-590.00;-850.00
04-03-19 02.00;04-03-19 03.00;DK1;1955.39;2052.87;267.07;870.00;-588.00;-827.00
04-03-19 03.00;04-03-19 04.00;DK1;1945.81;2238.95;272.43;813.00;-586.00;-925.00
04-03-19 04.00;04-03-19 05.00;DK1;2077.83;2184.72;660.45;655.00;-581.00;-1090.00
04-03-19 05.00;04-03-19 06.00;DK1;2477.28;1801.27;635.29;1044.00;-587.00;-1005.00
04-03-19 06.00;04-03-19 07.00;DK1;2807.56;1520.71;546.09;909.00;-474.00;-629.00
04-03-19 07.00;04-03-19 08.00;DK1;2927.52;1444.83;570.84;756.00;-324.00;-722.00
04-03-19 08.00;04-03-19 09.00;DK1;2925.74;1437.37;657.48;672.00;137.00;-903.00
04-03-19 09.00;04-03-19 10.00;DK1;3021.00;1524.53;618.86;615.00;177.00;-602.00
04-03-19 10.00;04-03-19 11.00;DK1;2996.68;1700.95;418.06;618.00;102.00;-621.00
04-03-19 11.00;04-03-19 12.00;DK1;2906.41;1992.40;450.35;629.00;-403.00;-676.00
04-03-19 12.00;04-03-19 13.00;DK1;2886.95;2074.25;621.19;743.00;-412.00;-1027.00
04-03-19 13.00;04-03-19 14.00;DK1;2839.18;2104.14;625.93;732.00;-435.00;-1102.00
04-03-19 14.00;04-03-19 15.00;DK1;2735.05;1902.16;634.40;730.00;-406.00;-1017.00
04-03-19 15.00;04-03-19 16.00;DK1;2721.81;1497.71;639.91;730.00;-281.00;-763.00
04-03-19 16.00;04-03-19 17.00;DK1;2909.01;1392.22;639.68;688.00;41.00;-820.00
04-03-19 17.00;04-03-19 18.00;DK1;2961.82;1605.50;557.25;777.00;-298.00;-725.00
04-03-19 18.00;04-03-19 19.00;DK1;2802.10;1826.19;437.92;682.00;-266.00;-695.00
04-03-19 19.00;04-03-19 20.00;DK1;2631.49;2028.22;366.00;716.00;-327.00;-880.00
04-03-19 20.00;04-03-19 21.00;DK1;2457.54;2166.78;415.27;702.00;-554.00;-873.00
04-03-19 21.00;04-03-19 22.00;DK1;2266.59;2226.93;447.98;664.00;-538.00;-973.00
04-03-19 22.00;04-03-19 23.00;DK1;2199.12;2255.12;276.17;660.00;-223.00;-988.00
04-03-19 23.00;05-03-19 00.00;DK1;2091.15;2198.33;266.32;686.00;-268.00;-992.00
05-03-19 00.00;05-03-19 01.00;DK1;1983.58;1970.38;260.16;718.00;-294.00;-975.00
05-03-19 01.00;05-03-19 02.00;DK1;1956.01;1840.39;257.39;711.00;-199.00;-989.00
05-03-19 02.00;05-03-19 03.00;DK1;1976.92;1736.58;254.99;679.00;41.00;-965.00
05-03-19 03.00;05-03-19 04.00;DK1;2053.48;1706.43;254.34;667.00;99.00;-967.00
05-03-19 04.00;05-03-19 05.00;DK1;2207.16;1719.39;650.08;501.00;-99.00;-1032.00
05-03-19 05.00;05-03-19 06.00;DK1;2579.18;1691.72;657.36;785.00;-362.00;-1154.00
05-03-19 06.00;05-03-19 07.00;DK1;2957.46;1640.14;620.27;677.00;-265.00;-881.00
05-03-19 07.00;05-03-19 08.00;DK1;2990.97;1545.92;524.03;786.00;-289.00;-1307.00
05-03-19 08.00;05-03-19 09.00;DK1;2937.20;1452.17;388.74;744.00;-301.00;-1354.00
05-03-19 09.00;05-03-19 10.00;DK1;2966.66;1435.28;312.55;718.00;-289.00;-1221.00
05-03-19 10.00;05-03-19 11.00;DK1;2958.95;1535.93;262.88;660.00;-108.00;-1346.00
05-03-19 11.00;05-03-19 12.00;DK1;2881.72;1588.88;254.24;760.00;-424.00;-1070.00
05-03-19 12.00;05-03-19 13.00;DK1;2889.13;1565.98;251.06;742.00;-496.00;-1049.00
05-03-19 13.00;05-03-19 14.00;DK1;2784.87;1449.49;250.38;750.00;-450.00;-1008.00
05-03-19 14.00;05-03-19 15.00;DK1;2746.88;1304.82;241.33;695.00;-488.00;-800.00
05-03-19 15.00;05-03-19 16.00;DK1;2713.04;1014.81;224.90;-89.00;9.00;-216.00
05-03-19 16.00;05-03-19 17.00;DK1;2854.49;750.69;189.36;-255.00;-6.00;372.00
05-03-19 17.00;05-03-19 18.00;DK1;2884.22;656.20;150.77;-326.00;-209.00;952.00
05-03-19 18.00;05-03-19 19.00;DK1;2754.29;568.32;114.66;-424.00;-180.00;1155.00
05-03-19 19.00;05-03-19 20.00;DK1;2582.52;531.47;81.68;-395.00;-308.00;1311.00
05-03-19 20.00;05-03-19 21.00;DK1;2430.59;504.09;92.09;-400.00;-208.00;1136.00
05-03-19 21.00;05-03-19 22.00;DK1;2236.84;515.39;56.65;-342.00;-116.00;800.00
05-03-19 22.00;05-03-19 23.00;DK1;2032.05;438.39;85.80;394.00;-171.00;208.00
05-03-19 23.00;06-03-19 00.00;DK1;1951.54;398.20;100.80;794.00;-147.00;-366.00
06-03-19 00.00;06-03-19 01.00;DK1;1893.80;444.14;121.14;681.00;47.00;-607.00
06-03-19 01.00;06-03-19 02.00;DK1;1889.15;514.75;185.60;648.00;96.00;-709.00
06-03-19 02.00;06-03-19 03.00;DK1;1894.18;549.54;240.11;649.00;107.00;-805.00
06-03-19 03.00;06-03-19 04.00;DK1;1936.37;536.94;264.93;676.00;-86.00;-775.00
06-03-19 04.00;06-03-19 05.00;DK1;2087.54;562.24;241.04;823.00;-380.00;-600.00
06-03-19 05.00;06-03-19 06.00;DK1;2447.07;648.97;270.99;775.00;-318.00;-489.00
06-03-19 06.00;06-03-19 07.00;DK1;2762.93;703.86;353.84;834.00;-451.00;-554.00
06-03-19 07.00;06-03-19 08.00;DK1;2862.56;729.00;429.31;795.00;-357.00;-698.00
06-03-19 08.00;06-03-19 09.00;DK1;2890.69;781.98;493.96;780.00;-353.00;-752.00
06-03-19 09.00;06-03-19 10.00;DK1;2918.83;881.78;511.52;747.00;-387.00;-681.00
06-03-19 10.00;06-03-19 11.00;DK1;2915.84;1079.67;496.18;720.00;-390.00;-665.00
06-03-19 11.00;06-03-19 12.00;DK1;2880.05;1433.13;587.00;661.00;-460.00;-740.00
06-03-19 12.00;06-03-19 13.00;DK1;2923.07;1699.29;640.39;678.00;-445.00;-1018.00
06-03-19 13.00;06-03-19 14.00;DK1;2870.15;1787.15;656.00;660.00;-411.00;-1019.00
06-03-19 14.00;06-03-19 15.00;DK1;2821.64;2037.62;619.13;607.00;-372.00;-1153.00
06-03-19 15.00;06-03-19 16.00;DK1;2844.03;2126.11;659.16;683.00;-503.00;-1275.00
06-03-19 16.00;06-03-19 17.00;DK1;2999.72;2071.62;676.51;816.00;-457.00;-1439.00
06-03-19 17.00;06-03-19 18.00;DK1;2989.58;2020.20;673.79;701.00;-538.00;-1160.00
06-03-19 18.00;06-03-19 19.00;DK1;2793.51;1968.29;667.71;536.00;-546.00;-1043.00
06-03-19 19.00;06-03-19 20.00;DK1;2640.86;1963.49;666.00;702.00;-571.00;-1116.00
06-03-19 20.00;06-03-19 21.00;DK1;2491.18;1963.34;656.96;643.00;-417.00;-1219.00
06-03-19 21.00;06-03-19 22.00;DK1;2340.08;1883.35;637.74;645.00;-482.00;-1163.00
06-03-19 22.00;06-03-19 23.00;DK1;2141.70;1679.63;640.74;642.00;-269.00;-1321.00
06-03-19 23.00;07-03-19 00.00;DK1;2047.88;1502.60;649.48;682.00;-35.00;-1569.00
07-03-19 00.00;07-03-19 01.00;DK1;1975.85;1372.84;650.58;697.00;21.00;-1826.00
07-03-19 01.00;07-03-19 02.00;DK1;1960.91;1195.47;653.80;676.00;-1.00;-1731.00
07-03-19 02.00;07-03-19 03.00;DK1;1976.19;1164.38;646.35;643.00;-100.00;-1356.00
07-03-19 03.00;07-03-19 04.00;DK1;2024.19;1068.22;643.19;684.00;-176.00;-1296.00
07-03-19 04.00;07-03-19 05.00;DK1;2137.08;1067.12;623.21;654.00;-167.00;-1337.00
07-03-19 05.00;07-03-19 06.00;DK1;2472.27;996.95;594.94;657.00;-221.00;-1080.00
07-03-19 06.00;07-03-19 07.00;DK1;2818.71;847.81;541.91;714.00;-467.00;-636.00
07-03-19 07.00;07-03-19 08.00;DK1;2905.95;698.69;484.95;650.00;-489.00;-522.00
07-03-19 08.00;07-03-19 09.00;DK1;2917.66;620.11;487.48;652.00;-500.00;-216.00
07-03-19 09.00;07-03-19 10.00;DK1;2946.73;668.21;491.65;668.00;-509.00;-224.00
07-03-19 10.00;07-03-19 11.00;DK1;2948.17;821.36;473.19;686.00;-492.00;-472.00
07-03-19 11.00;07-03-19 12.00;DK1;2881.62;1151.85;593.55;602.00;-511.00;-821.00
07-03-19 12.00;07-03-19 13.00;DK1;2873.59;1691.61;645.43;658.00;-509.00;-1412.00
07-03-19 13.00;07-03-19 14.00;DK1;2912.34;2294.52;667.90;704.00;-483.00;-1960.00
07-03-19 14.00;07-03-19 15.00;DK1;2791.49;2689.49;670.86;596.00;-543.00;-2250.00
07-03-19 15.00;07-03-19 16.00;DK1;2770.48;3044.37;660.11;603.00;-579.00;-2270.00
07-03-19 16.00;07-03-19 17.00;DK1;2964.43;3118.33;671.53;666.00;-586.00;-2270.00
07-03-19 17.00;07-03-19 18.00;DK1;2959.20;2951.71;675.06;587.00;-545.00;-2189.00
07-03-19 18.00;07-03-19 19.00;DK1;2813.74;2790.08;673.08;18.00;-181.00;-2106.00
07-03-19 19.00;07-03-19 20.00;DK1;2647.30;2654.67;667.89;656.00;-499.00;-2098.00
07-03-19 20.00;07-03-19 21.00;DK1;2445.14;2593.94;669.19;608.00;-573.00;-1942.00
07-03-19 21.00;07-03-19 22.00;DK1;2277.68;2503.73;651.58;661.00;-559.00;-2024.00
07-03-19 22.00;07-03-19 23.00;DK1;2098.37;2340.99;579.00;665.00;-345.00;-2003.00
07-03-19 23.00;08-03-19 00.00;DK1;1996.02;2012.88;534.96;797.00;-88.00;-1904.00
08-03-19 00.00;08-03-19 01.00;DK1;1932.74;1689.52;531.31;729.00;26.00;-1768.00
08-03-19 01.00;08-03-19 02.00;DK1;1925.43;1379.02;580.21;698.00;130.00;-1602.00
08-03-19 02.00;08-03-19 03.00;DK1;1960.38;1504.48;647.60;524.00;170.00;-1494.00
08-03-19 03.00;08-03-19 04.00;DK1;2017.33;1850.01;659.82;589.00;115.00;-1854.00
08-03-19 04.00;08-03-19 05.00;DK1;2176.38;2391.89;594.23;711.00;-235.00;-1965.00
08-03-19 05.00;08-03-19 06.00;DK1;2540.71;2783.13;586.30;740.00;-435.00;-1995.00
08-03-19 06.00;08-03-19 07.00;DK1;2833.71;2957.26;654.29;757.00;-518.00;-2100.00
08-03-19 07.00;08-03-19 08.00;DK1;2899.08;3013.58;662.69;730.00;-589.00;-1978.00
08-03-19 08.00;08-03-19 09.00;DK1;2889.53;3095.07;656.14;635.00;-590.00;-2001.00
08-03-19 09.00;08-03-19 10.00;DK1;2905.28;3115.28;649.32;660.00;-590.00;-2067.00
08-03-19 10.00;08-03-19 11.00;DK1;2895.94;3158.07;653.83;743.00;-590.00;-2101.00
08-03-19 11.00;08-03-19 12.00;DK1;2837.83;3212.23;657.16;751.00;-590.00;-2187.00
08-03-19 12.00;08-03-19 13.00;DK1;2794.85;3132.13;654.19;752.00;-590.00;-2041.00
08-03-19 13.00;08-03-19 14.00;DK1;2673.40;3219.43;655.49;740.00;-590.00;-2090.00
08-03-19 14.00;08-03-19 15.00;DK1;2618.74;3157.40;655.31;723.00;-590.00;-2064.00
08-03-19 15.00;08-03-19 16.00;DK1;2574.79;3001.77;647.39;708.00;-555.00;-2041.00
08-03-19 16.00;08-03-19 17.00;DK1;2713.08;2597.97;644.76;388.00;-118.00;-1491.00
08-03-19 17.00;08-03-19 18.00;DK1;2695.38;2122.16;645.97;74.00;-217.00;-1199.00
08-03-19 18.00;08-03-19 19.00;DK1;2556.60;1688.06;631.03;-163.00;64.00;-1315.00
08-03-19 19.00;08-03-19 20.00;DK1;2392.84;1484.43;621.33;-401.00;200.00;-872.00
08-03-19 20.00;08-03-19 21.00;DK1;2250.87;1410.59;617.14;-264.00;86.00;-871.00
08-03-19 21.00;08-03-19 22.00;DK1;2127.70;1362.94;609.08;-186.00;20.00;-1078.00
08-03-19 22.00;08-03-19 23.00;DK1;1998.27;1320.89;598.03;292.00;-135.00;-1303.00
08-03-19 23.00;09-03-19 00.00;DK1;1899.05;1447.23;590.87;710.00;123.00;-1810.00
09-03-19 00.00;09-03-19 01.00;DK1;1827.07;1642.91;631.41;585.00;198.00;-1832.00
09-03-19 01.00;09-03-19 02.00;DK1;1796.96;1818.73;646.79;745.00;-83.00;-1833.00
09-03-19 02.00;09-03-19 03.00;DK1;1829.93;2036.82;633.54;753.00;-104.00;-1849.00
09-03-19 03.00;09-03-19 04.00;DK1;1844.51;2136.13;665.47;752.00;-244.00;-1865.00
09-03-19 04.00;09-03-19 05.00;DK1;1913.00;2276.53;665.48;758.00;-267.00;-1895.00
09-03-19 05.00;09-03-19 06.00;DK1;2044.44;2443.20;581.79;700.00;-161.00;-1887.00
09-03-19 06.00;09-03-19 07.00;DK1;2216.95;2755.87;676.71;697.00;-351.00;-1890.00
09-03-19 07.00;09-03-19 08.00;DK1;2397.89;2921.36;672.49;698.00;-510.00;-1898.00
09-03-19 08.00;09-03-19 09.00;DK1;2444.88;3120.58;676.50;588.00;-517.00;-1923.00
09-03-19 09.00;09-03-19 10.00;DK1;2479.31;3261.00;673.29;630.00;-586.00;-2115.00
09-03-19 10.00;09-03-19 11.00;DK1;2503.69;3310.58;665.59;687.00;-590.00;-2138.00
09-03-19 11.00;09-03-19 12.00;DK1;2452.25;3312.61;667.80;725.00;-590.00;-2150.00
09-03-19 12.00;09-03-19 13.00;DK1;2364.62;3246.62;664.52;650.00;-589.00;-2245.00
09-03-19 13.00;09-03-19 14.00;DK1;2287.89;3129.78;286.37;747.00;-568.00;-1851.00
09-03-19 14.00;09-03-19 15.00;DK1;2261.47;3003.88;631.02;627.00;-535.00;-2033.00
09-03-19 15.00;09-03-19 16.00;DK1;2309.14;2822.52;665.10;424.00;-288.00;-1909.00
09-03-19 16.00;09-03-19 17.00;DK1;2469.15;2691.14;662.56;521.00;-288.00;-1924.00
09-03-19 17.00;09-03-19 18.00;DK1;2561.45;2720.58;661.74;491.00;-244.00;-1943.00
09-03-19 18.00;09-03-19 19.00;DK1;2397.56;2794.57;669.44;677.00;-569.00;-2069.00
09-03-19 19.00;09-03-19 20.00;DK1;2375.87;2975.01;673.68;584.00;-570.00;-1859.00
09-03-19 20.00;09-03-19 21.00;DK1;2268.89;2904.39;660.13;578.00;-520.00;-1804.00
09-03-19 21.00;09-03-19 22.00;DK1;2144.27;2824.58;635.33;493.00;-399.00;-1766.00
09-03-19 22.00;09-03-19 23.00;DK1;2046.57;2688.32;639.41;507.00;-283.00;-1774.00
09-03-19 23.00;10-03-19 00.00;DK1;1883.81;2766.10;273.46;722.00;-326.00;-1802.00
10-03-19 00.00;10-03-19 01.00;DK1;1922.38;2525.69;268.79;847.00;-219.00;-1787.00
10-03-19 01.00;10-03-19 02.00;DK1;1829.71;2321.52;271.90;812.00;-98.00;-1781.00
10-03-19 02.00;10-03-19 03.00;DK1;1793.84;2182.71;465.48;555.00;24.00;-1781.00
10-03-19 03.00;10-03-19 04.00;DK1;1810.28;1988.52;475.84;711.00;-159.00;-1808.00
10-03-19 04.00;10-03-19 05.00;DK1;1844.79;1728.55;649.52;652.00;136.00;-1857.00
10-03-19 05.00;10-03-19 06.00;DK1;1872.19;1489.64;522.14;819.00;163.00;-1897.00
10-03-19 06.00;10-03-19 07.00;DK1;2015.36;1284.37;531.74;861.00;19.00;-1927.00
10-03-19 07.00;10-03-19 08.00;DK1;2142.47;1112.04;484.55;777.00;61.00;-1706.00
10-03-19 08.00;10-03-19 09.00;DK1;2195.36;1152.60;364.85;807.00;77.00;-1620.00
10-03-19 09.00;10-03-19 10.00;DK1;2226.27;1226.86;296.81;763.00;1.00;-1626.00
10-03-19 10.00;10-03-19 11.00;DK1;2210.27;1234.91;258.38;661.00;-73.00;-1396.00
10-03-19 11.00;10-03-19 12.00;DK1;2154.66;1116.19;196.48;735.00;-96.00;-1278.00
10-03-19 12.00;10-03-19 13.00;DK1;2125.26;949.51;137.19;826.00;-117.00;-1310.00
10-03-19 13.00;10-03-19 14.00;DK1;2105.49;889.63;134.35;611.00;-24.00;-1024.00
10-03-19 14.00;10-03-19 15.00;DK1;2100.48;855.01;147.69;607.00;-36.00;-878.00
10-03-19 15.00;10-03-19 16.00;DK1;2203.86;767.59;124.10;668.00;35.00;-867.00
10-03-19 16.00;10-03-19 17.00;DK1;2442.99;566.57;118.95;746.00;-30.00;-604.00
10-03-19 17.00;10-03-19 18.00;DK1;2525.96;447.78;107.93;724.00;-182.00;-136.00
10-03-19 18.00;10-03-19 19.00;DK1;2418.80;378.60;123.71;714.00;-4.00;-553.00
10-03-19 19.00;10-03-19 20.00;DK1;2318.25;259.44;141.81;721.00;264.00;-829.00
10-03-19 20.00;10-03-19 21.00;DK1;2198.21;186.49;138.24;708.00;436.00;-826.00
10-03-19 21.00;10-03-19 22.00;DK1;2054.87;193.18;87.95;616.00;427.00;-473.00
10-03-19 22.00;10-03-19 23.00;DK1;1967.08;229.23;110.21;686.00;409.00;-622.00
10-03-19 23.00;11-03-19 00.00;DK1;1952.70;216.04;157.16;719.00;479.00;-853.00
11-03-19 00.00;11-03-19 01.00;DK1;1924.78;194.15;172.65;725.00;443.00;-849.00
11-03-19 01.00;11-03-19 02.00;DK1;1917.94;156.26;167.63;733.00;444.00;-791.00
11-03-19 02.00;11-03-19 03.00;DK1;1954.66;117.16;278.64;717.00;524.00;-849.00
11-03-19 03.00;11-03-19 04.00;DK1;2014.28;69.96;230.40;727.00;390.00;-831.00
11-03-19 04.00;11-03-19 05.00;DK1;2148.71;58.56;112.94;741.00;125.00;-503.00
11-03-19 05.00;11-03-19 06.00;DK1;2515.12;34.07;32.18;715.00;-11.00;-73.00
11-03-19 06.00;11-03-19 07.00;DK1;2867.06;28.63;7.25;667.00;-196.00;561.00
11-03-19 07.00;11-03-19 08.00;DK1;2983.20;27.61;4.94;685.00;-491.00;651.00
11-03-19 08.00;11-03-19 09.00;DK1;2936.33;26.18;11.75;669.00;-590.00;949.00
11-03-19 09.00;11-03-19 10.00;DK1;2947.67;26.33;13.69;683.00;-589.00;894.00
11-03-19 10.00;11-03-19 11.00;DK1;2922.81;31.78;18.14;695.00;-566.00;615.00
11-03-19 11.00;11-03-19 12.00;DK1;2815.79;64.07;25.17;690.00;-245.00;259.00
11-03-19 12.00;11-03-19 13.00;DK1;2781.50;145.81;30.94;612.00;-283.00;336.00
11-03-19 13.00;11-03-19 14.00;DK1;2705.83;300.16;67.39;632.00;-197.00;33.00
11-03-19 14.00;11-03-19 15.00;DK1;2585.85;510.80;70.41;634.00;-224.00;-185.00
11-03-19 15.00;11-03-19 16.00;DK1;2581.07;711.05;60.62;657.00;-567.00;24.00
11-03-19 16.00;11-03-19 17.00;DK1;2788.27;586.92;58.76;575.00;-543.00;387.00
11-03-19 17.00;11-03-19 18.00;DK1;2864.68;444.32;68.74;-149.00;-167.00;967.00
11-03-19 18.00;11-03-19 19.00;DK1;2801.33;476.14;72.44;-398.00;-541.00;1514.00
11-03-19 19.00;11-03-19 20.00;DK1;2602.25;596.90;82.65;-383.00;-409.00;1267.00
11-03-19 20.00;11-03-19 21.00;DK1;2413.61;637.38;89.59;-352.00;-213.00;957.00
11-03-19 21.00;11-03-19 22.00;DK1;2233.45;566.27;109.63;-383.00;-49.00;754.00
11-03-19 22.00;11-03-19 23.00;DK1;2077.90;627.28;123.28;-189.00;-161.00;217.00
11-03-19 23.00;12-03-19 00.00;DK1;1981.57;696.54;163.87;609.00;-378.00;-346.00
12-03-19 00.00;12-03-19 01.00;DK1;1952.81;808.02;202.84;822.00;-289.00;-842.00
12-03-19 01.00;12-03-19 02.00;DK1;1925.98;673.89;325.56;874.00;-16.00;-1131.00
12-03-19 02.00;12-03-19 03.00;DK1;1925.58;576.54;294.85;786.00;1.00;-965.00
12-03-19 03.00;12-03-19 04.00;DK1;1962.37;581.84;313.02;798.00;-27.00;-978.00
12-03-19 04.00;12-03-19 05.00;DK1;2120.54;659.27;271.08;799.00;-384.00;-736.00
12-03-19 05.00;12-03-19 06.00;DK1;2520.58;826.17;289.04;520.00;-473.00;-377.00
12-03-19 06.00;12-03-19 07.00;DK1;2844.74;927.51;331.50;-70.00;-585.00;-28.00
12-03-19 07.00;12-03-19 08.00;DK1;2927.27;1136.75;307.03;313.00;-555.00;-509.00
12-03-19 08.00;12-03-19 09.00;DK1;2880.80;1482.92;350.11;709.00;-549.00;-1017.00
12-03-19 09.00;12-03-19 10.00;DK1;2937.22;1925.05;467.43;768.00;-575.00;-1370.00
12-03-19 10.00;12-03-19 11.00;DK1;2966.72;2318.01;599.14;821.00;-589.00;-1838.00
12-03-19 11.00;12-03-19 12.00;DK1;2905.92;2591.12;642.07;842.00;-590.00;-1994.00
12-03-19 12.00;12-03-19 13.00;DK1;2926.56;2721.80;664.65;856.00;-590.00;-1932.00
12-03-19 13.00;12-03-19 14.00;DK1;2899.71;2866.86;674.73;741.00;-590.00;-1987.00
12-03-19 14.00;12-03-19 15.00;DK1;2828.25;2971.25;672.77;732.00;-590.00;-2165.00
12-03-19 15.00;12-03-19 16.00;DK1;2839.72;3001.50;667.24;706.00;-590.00;-2083.00
12-03-19 16.00;12-03-19 17.00;DK1;3011.33;2974.07;662.65;684.00;-585.00;-2107.00
12-03-19 17.00;12-03-19 18.00;DK1;2993.71;3007.80;664.24;316.00;-585.00;-1933.00
12-03-19 18.00;12-03-19 19.00;DK1;2837.11;3035.76;661.34;337.00;-583.00;-1920.00
12-03-19 19.00;12-03-19 20.00;DK1;2649.33;3068.55;662.15;380.00;-583.00;-1922.00
12-03-19 20.00;12-03-19 21.00;DK1;2480.43;3069.09;659.86;636.00;-582.00;-2110.00
12-03-19 21.00;12-03-19 22.00;DK1;2340.60;2979.06;577.87;668.00;-547.00;-1966.00
12-03-19 22.00;12-03-19 23.00;DK1;2149.30;2513.27;633.17;766.00;-575.00;-1758.00
12-03-19 23.00;13-03-19 00.00;DK1;2039.94;2041.74;645.72;876.00;-113.00;-1921.00
13-03-19 00.00;13-03-19 01.00;DK1;1996.82;1638.28;670.18;885.00;124.00;-1932.00
13-03-19 01.00;13-03-19 02.00;DK1;2033.08;1695.92;672.60;860.00;220.00;-1930.00
13-03-19 02.00;13-03-19 03.00;DK1;2012.77;1604.63;657.81;785.00;222.00;-1944.00
13-03-19 03.00;13-03-19 04.00;DK1;2034.13;1742.09;615.97;775.00;105.00;-1976.00
13-03-19 04.00;13-03-19 05.00;DK1;2183.73;2008.99;622.61;752.00;-391.00;-1733.00
13-03-19 05.00;13-03-19 06.00;DK1;2579.44;2266.75;672.95;738.00;-484.00;-1615.00
13-03-19 06.00;13-03-19 07.00;DK1;2906.07;2390.17;675.90;783.00;-584.00;-1630.00
13-03-19 07.00;13-03-19 08.00;DK1;3008.75;2451.02;676.64;748.00;-590.00;-1640.00
13-03-19 08.00;13-03-19 09.00;DK1;3012.06;2499.46;678.20;702.00;-590.00;-1600.00
13-03-19 09.00;13-03-19 10.00;DK1;3047.08;2572.01;676.71;683.00;-590.00;-1621.00
13-03-19 10.00;13-03-19 11.00;DK1;2999.47;2520.30;674.70;708.00;-490.00;-1904.00
13-03-19 11.00;13-03-19 12.00;DK1;2902.21;2480.35;673.53;695.00;-441.00;-2000.00
13-03-19 12.00;13-03-19 13.00;DK1;2888.00;2313.76;673.70;719.00;-410.00;-2124.00
13-03-19 13.00;13-03-19 14.00;DK1;2829.31;2201.21;673.78;664.00;-417.00;-1979.00
13-03-19 14.00;13-03-19 15.00;DK1;2751.27;1988.23;658.72;683.00;-257.00;-1980.00
13-03-19 15.00;13-03-19 16.00;DK1;2764.49;1614.38;604.88;765.00;-24.00;-1922.00
13-03-19 16.00;13-03-19 17.00;DK1;2935.87;1148.11;614.49;803.00;0.00;-1525.00
13-03-19 17.00;13-03-19 18.00;DK1;2932.91;991.02;656.28;737.00;-13.00;-1215.00
13-03-19 18.00;13-03-19 19.00;DK1;2817.35;1107.72;653.05;640.00;-145.00;-1047.00
13-03-19 19.00;13-03-19 20.00;DK1;2665.67;1382.04;635.83;717.00;-10.00;-1553.00
13-03-19 20.00;13-03-19 21.00;DK1;2462.96;1697.43;523.79;772.00;-17.00;-1760.00
13-03-19 21.00;13-03-19 22.00;DK1;2223.08;1744.79;453.09;730.00;-236.00;-1588.00
13-03-19 22.00;13-03-19 23.00;DK1;2059.19;1782.86;513.68;467.00;-478.00;-1399.00
13-03-19 23.00;14-03-19 00.00;DK1;1992.48;1739.82;649.83;565.00;-453.00;-1679.00
14-03-19 00.00;14-03-19 01.00;DK1;1976.95;1569.31;658.49;601.00;-242.00;-1799.00
14-03-19 01.00;14-03-19 02.00;DK1;1940.80;1322.16;614.09;824.00;-158.00;-1869.00
14-03-19 02.00;14-03-19 03.00;DK1;1942.30;1198.95;563.39;700.00;-206.00;-1538.00
14-03-19 03.00;14-03-19 04.00;DK1;2013.97;1114.88;559.97;725.00;-158.00;-1548.00
14-03-19 04.00;14-03-19 05.00;DK1;2196.83;1070.26;579.86;727.00;-98.00;-1805.00
14-03-19 05.00;14-03-19 06.00;DK1;2524.34;1134.17;510.70;736.00;-43.00;-1714.00
14-03-19 06.00;14-03-19 07.00;DK1;2814.82;1029.87;439.32;788.00;-4.00;-1515.00
14-03-19 07.00;14-03-19 08.00;DK1;2937.50;1094.18;390.74;734.00;83.00;-1440.00
14-03-19 08.00;14-03-19 09.00;DK1;2927.70;1179.95;411.43;840.00;9.00;-1708.00
14-03-19 09.00;14-03-19 10.00;DK1;2995.48;1334.25;424.59;758.00;1.00;-1639.00
